Transaction_ID,Customer_ID,Transaction_Date,Merchant_Name,Merchant_Category,Amount,Payment_Mode,Reward_Points,Transaction_Status,Fraud_Flag,Outstanding_Balance
T204084,C100428,2024-11-03,Electricity,Utilities,6945,Chip,69,Success,No,620344
T204085,C101122,2025-07-20,IndianOil,Fuel,6602,Swipe,66,Failed,No,656227
T204086,C101057,2024-07-12,Reliance Fresh,Grocery,2964,Swipe,29,Success,No,71242
T204087,C102017,2025-04-03,DMart,Grocery,5897,Chip,58,Success,No,44753
T204088,C100098,2025-03-15,HP,Fuel,2116,Swipe,21,Success,No,285775
T204089,C102280,2025-08-29,DMart,Grocery,7164,Tap,71,Success,No,216587
T204090,C101165,2025-10-21,IRCTC,Travel,9972,Online,99,Success,No,38836
T204091,C102991,2024-11-05,Vijay Sales,Electronics,4794,Online,47,Success,No,277303
T204092,C100657,2024-12-29,HP,Fuel,3765,Online,37,Success,No,163974
T204093,C101890,2024-01-06,PVR,Entertainment,3870,Chip,38,Success,No,86978
T204094,C100919,2024-04-30,KFC,Dining,8256,Chip,82,Success,No,110746
T204095,C102317,2024-06-07,Amazon,Shopping,548,Online,5,Success,No,10630
T204096,C101375,2025-11-14,Flipkart,Shopping,8635,Swipe,86,Success,No,110009
T204097,C100812,2024-09-18,KFC,Dining,4084,Online,40,Success,No,77430
T204098,C102809,2024-09-29,MedPlus,Pharmacy,6718,Chip,67,Success,No,95174
T204099,C102684,2024-09-21,Coursera,Education,4586,Online,45,Success,No,169974
T204100,C101185,2024-08-16,HP,Fuel,3503,Swipe,35,Success,No,10966
T204101,C100888,2025-10-29,Vijay Sales,Electronics,53187,Chip,531,Success,No,149120
T204102,C101537,2025-10-06,IndianOil,Fuel,2080,Swipe,20,Success,No,105834
T204103,C101446,2024-02-22,IndianOil,Fuel,1879,Online,18,Success,No,17590
T204104,C100167,2024-11-06,Apollo,Healthcare,8871,Online,88,Success,No,25616
T204105,C102090,2024-09-23,Dominos,Dining,3973,Chip,39,Success,No,82795
T204106,C101391,2025-01-17,Amazon,Shopping,7570,Chip,75,Success,No,247471
T204107,C100519,2025-12-27,HP,Fuel,7112,Tap,71,Success,No,280717
T204108,C100765,2025-08-14,MedPlus,Pharmacy,6440,Swipe,64,Success,No,321779
T204109,C101064,2025-07-22,PVR,Entertainment,2625,Swipe,26,Success,No,48958
T204110,C102109,2024-02-28,DMart,Grocery,9014,Swipe,90,Success,No,155853
T204111,C101651,2025-07-30,Taj Hotels,Hotels,5591,Tap,55,Success,No,101353
T204112,C100037,2025-04-23,Flipkart,Shopping,6290,Online,62,Success,No,108069
T204113,C100567,2025-12-15,KFC,Dining,2728,Tap,27,Failed,No,85880
T204114,C101879,2025-05-09,DMart,Grocery,4912,Online,49,Success,No,3358
T204115,C102435,2025-04-15,Flipkart,Shopping,2896,Chip,28,Success,No,57266
T204116,C102511,2024-05-20,HP,Fuel,3745,Tap,37,Success,No,67870
T204117,C102544,2024-10-22,Taj Hotels,Hotels,7689,Swipe,76,Success,No,27656
T204118,C101312,2024-08-19,Apollo,Healthcare,2542,Tap,25,Success,No,479158
T204119,C101161,2024-09-17,DMart,Grocery,6492,Online,64,Success,No,489005
T204120,C102087,2024-06-15,PVR,Entertainment,3522,Tap,35,Success,No,47644
T204121,C101671,2024-12-14,IndianOil,Fuel,5316,Swipe,53,Success,No,74781
T204122,C100357,2025-07-14,HP,Fuel,4165,Online,41,Success,No,31445
T204123,C100231,2024-02-03,Electricity,Utilities,137,Online,1,Success,No,212013
T204124,C100804,2025-08-04,IndianOil,Fuel,4989,Online,49,Success,No,13056
T204125,C101073,2024-04-13,HP,Fuel,5538,Tap,55,Success,No,6390
T204126,C101817,2024-12-06,Taj Hotels,Hotels,7112,Tap,71,Success,No,151144
T204127,C100887,2024-09-01,Reliance Fresh,Grocery,3063,Online,30,Success,No,180346
T204128,C101493,2025-09-14,Electricity,Utilities,7867,Tap,78,Success,No,64525
T204129,C102679,2024-08-30,Electricity,Utilities,5225,Tap,52,Success,No,551389
T204130,C100809,2025-11-23,Taj Hotels,Hotels,7600,Swipe,76,Success,No,257098
T204131,C100275,2025-03-14,PVR,Entertainment,9758,Chip,97,Success,No,105494
T204132,C100694,2024-10-02,IRCTC,Travel,4753,Tap,47,Success,No,3778
T204133,C102517,2024-11-09,MedPlus,Pharmacy,4813,Chip,48,Success,No,98339
T204134,C102732,2024-05-07,Flipkart,Shopping,7260,Online,72,Success,No,79092
T204135,C100705,2024-02-10,Electricity,Utilities,5395,Tap,53,Success,No,75365
T204136,C102796,2024-07-16,Dominos,Dining,3246,Swipe,32,Success,No,29102
T204137,C101744,2025-07-22,Taj Hotels,Hotels,1309,Swipe,13,Success,No,12282
T204138,C101381,2024-02-04,Amazon,Shopping,3653,Online,36,Success,No,6840
T204139,C101441,2024-01-12,Croma,Electronics,74990,Online,749,Success,No,474884
T204140,C101726,2024-07-19,Dominos,Dining,8445,Swipe,84,Success,No,104821
T204141,C101446,2025-05-17,IndianOil,Fuel,3788,Chip,37,Success,No,23583
T204142,C102610,2024-11-08,IndianOil,Fuel,1870,Chip,18,Success,No,47177
T204143,C101419,2024-09-08,HP,Fuel,8565,Tap,85,Success,No,86037
T204144,C101023,2024-01-13,Amazon,Shopping,8081,Swipe,80,Success,No,135592
T204145,C100635,2024-01-19,PVR,Entertainment,6141,Swipe,61,Success,No,40053
T204146,C100904,2025-09-14,IndianOil,Fuel,678,Chip,6,Success,No,94438
T204147,C101575,2024-12-29,Flipkart,Shopping,1091,Tap,10,Success,No,532147
T204148,C102753,2025-12-21,Dominos,Dining,908,Online,9,Success,No,48222
T204149,C101587,2024-05-21,Flipkart,Shopping,1602,Tap,16,Success,No,54958
T204150,C102113,2025-10-06,HP,Fuel,7922,Swipe,79,Failed,No,134838
T204151,C101692,2024-10-09,DMart,Grocery,974,Swipe,9,Success,No,51515
T204152,C100841,2025-02-18,PVR,Entertainment,4337,Tap,43,Success,No,94141
T204153,C100789,2025-08-21,Dominos,Dining,5650,Swipe,56,Success,No,128014
T204154,C102092,2025-01-29,KFC,Dining,7338,Chip,73,Success,No,90194
T204155,C101765,2025-09-24,IndianOil,Fuel,4316,Swipe,43,Success,No,19446
T204156,C102050,2024-05-15,MedPlus,Pharmacy,501,Online,5,Success,No,37886
T204157,C100532,2025-01-17,KFC,Dining,6475,Tap,64,Success,No,17412
T204158,C101344,2024-11-14,Vijay Sales,Electronics,38877,Tap,388,Success,No,65921
T204159,C100484,2024-06-01,DMart,Grocery,8067,Swipe,80,Success,No,82746
T204160,C100891,2025-07-30,Amazon,Shopping,4806,Swipe,48,Success,No,94849
T204161,C101331,2025-08-25,Croma,Electronics,57334,Swipe,573,Success,No,38613
T204162,C100658,2024-11-11,DMart,Grocery,8801,Swipe,88,Success,No,77914
T204163,C101353,2024-07-19,Dominos,Dining,152,Swipe,1,Success,No,110628
T204164,C100327,2025-12-22,PVR,Entertainment,860,Tap,8,Success,No,169360
T204165,C101943,2025-10-04,Reliance Fresh,Grocery,2653,Chip,26,Success,No,58432
T204166,C101215,2025-01-27,HP,Fuel,6487,Tap,64,Success,No,154427
T204167,C100632,2024-01-15,HP,Fuel,5641,Swipe,56,Success,No,10888
T204168,C100627,2025-06-27,MedPlus,Pharmacy,2810,Swipe,28,Success,No,655388
T204169,C102332,2025-07-28,Electricity,Utilities,8956,Online,89,Success,No,223159
T204170,C100471,2024-03-14,DMart,Grocery,3904,Chip,39,Success,No,13254
T204171,C101390,2025-01-05,Amazon,Shopping,2928,Online,29,Success,No,150035
T204172,C100643,2025-10-31,HP,Fuel,6688,Chip,66,Success,No,45418
T204173,C100537,2024-04-11,Reliance Fresh,Grocery,982,Tap,9,Success,No,133986
T204174,C102263,2024-12-17,IndianOil,Fuel,7291,Tap,72,Success,No,92875
T204175,C101635,2024-07-17,MedPlus,Pharmacy,7335,Swipe,73,Success,No,336241
T204176,C100887,2024-04-02,Dominos,Dining,8419,Tap,84,Success,No,278232
T204177,C102359,2024-12-27,IRCTC,Travel,51347,Tap,513,Success,No,819260
T204178,C100323,2024-06-06,Amazon,Shopping,7285,Swipe,72,Success,No,131361
T204179,C101965,2024-06-12,IndianOil,Fuel,1963,Chip,19,Success,No,126801
T204180,C101904,2025-12-24,Flipkart,Shopping,5517,Tap,55,Success,No,212571
T204181,C102858,2024-10-01,Dominos,Dining,1713,Swipe,17,Failed,No,43699
T204182,C100701,2024-06-12,MakeMyTrip,Travel,67959,Swipe,679,Success,No,71620
T204183,C101499,2025-10-06,Taj Hotels,Hotels,6618,Online,66,Success,No,9776
T204184,C100669,2024-04-13,IRCTC,Travel,43241,Swipe,432,Success,No,118572
T204185,C101491,2025-04-03,Electricity,Utilities,8675,Tap,86,Success,No,43711
T204186,C102870,2025-03-19,Amazon,Shopping,7018,Online,70,Success,No,168060
T204187,C100774,2024-12-03,Flipkart,Shopping,7151,Swipe,71,Success,No,70118
T204188,C101672,2024-05-29,KFC,Dining,478,Tap,4,Success,No,192765
T204189,C100651,2025-12-17,Amazon,Shopping,1181,Swipe,11,Success,No,151230
T204190,C101653,2024-04-01,KFC,Dining,6636,Swipe,66,Success,No,44555
T204191,C101004,2025-07-01,MakeMyTrip,Travel,10648,Online,106,Success,No,513984
T204192,C101631,2025-09-21,IndianOil,Fuel,9266,Online,92,Success,No,132322
T204193,C101945,2025-08-08,Dominos,Dining,7604,Tap,76,Success,No,49891
T204194,C102482,2024-07-07,DMart,Grocery,1637,Online,16,Success,No,37647
T204195,C102158,2025-10-12,HP,Fuel,9730,Tap,97,Success,No,28818
T204196,C102259,2025-10-02,DMart,Grocery,7021,Chip,70,Success,No,8614
T204197,C101249,2025-07-02,Apollo,Healthcare,2953,Chip,29,Success,No,105978
T204198,C100126,2024-02-22,IndianOil,Fuel,4941,Tap,49,Success,No,108057
T204199,C101049,2024-06-03,Amazon,Shopping,7022,Tap,70,Success,No,21033
T204200,C101468,2024-01-06,PVR,Entertainment,3426,Tap,34,Success,No,112367
T204201,C101719,2025-03-18,HP,Fuel,2220,Online,22,Success,No,42130
T204202,C100118,2025-05-24,Dominos,Dining,9634,Chip,96,Success,No,605415
T204203,C102940,2025-12-06,HP,Fuel,4060,Swipe,40,Success,No,103334
T204204,C101403,2025-07-31,Croma,Electronics,622,Tap,6,Success,No,145486
T204205,C102738,2025-05-14,Reliance Fresh,Grocery,945,Chip,9,Success,No,440134
T204206,C101473,2024-08-05,HP,Fuel,1481,Online,14,Success,No,449873
T204207,C102312,2024-01-02,Amazon,Shopping,685,Chip,6,Success,No,19157
T204208,C101177,2025-05-14,Apollo,Healthcare,3599,Swipe,35,Success,No,113393
T204209,C100592,2024-11-03,IRCTC,Travel,62502,Chip,625,Success,No,88183
T204210,C101394,2024-08-10,IndianOil,Fuel,827,Chip,8,Success,No,75172
T204211,C100594,2024-02-06,DMart,Grocery,6718,Chip,67,Success,No,18467
T204212,C100028,2024-08-08,Dominos,Dining,2508,Swipe,25,Success,No,67492
T204213,C102134,2024-01-31,Electricity,Utilities,9031,Online,90,Success,No,98604
T204214,C101142,2024-12-19,IndianOil,Fuel,786,Swipe,7,Success,No,40263
T204215,C100708,2025-07-11,Electricity,Utilities,8194,Online,81,Success,No,628154
T204216,C102264,2025-11-27,KFC,Dining,9847,Tap,98,Success,No,72303
T204217,C101428,2025-07-04,Flipkart,Shopping,9058,Online,90,Success,No,22411
T204218,C102992,2024-04-05,Reliance Fresh,Grocery,236,Online,2,Success,No,242092
T204219,C100726,2025-02-21,Reliance Fresh,Grocery,9016,Online,90,Success,No,28018
T204220,C100241,2025-11-15,DMart,Grocery,4521,Swipe,45,Success,No,113498
T204221,C101306,2024-02-24,Reliance Fresh,Grocery,1979,Online,19,Success,No,53666
T204222,C101014,2025-10-26,DMart,Grocery,476,Chip,4,Success,No,80008
T204223,C101183,2024-06-09,Apollo,Healthcare,6271,Swipe,62,Success,No,9730
T204224,C100714,2024-10-14,HP,Fuel,1210,Tap,12,Success,No,68571
T204225,C102354,2025-06-27,HP,Fuel,4967,Online,49,Success,Yes,456723
T204226,C102700,2025-04-13,Reliance Fresh,Grocery,2121,Chip,21,Success,No,36317
T204227,C100694,2024-02-07,Croma,Electronics,9050,Online,90,Success,No,64331
T204228,C102136,2024-10-21,Reliance Fresh,Grocery,6478,Tap,64,Success,No,36916
T204229,C101953,2024-05-31,DMart,Grocery,7249,Swipe,72,Success,No,732249
T204230,C101065,2024-03-20,DMart,Grocery,1726,Chip,17,Success,No,73177
T204231,C102838,2024-02-28,Flipkart,Shopping,9889,Chip,98,Success,No,64830
T204232,C101788,2024-09-28,Coursera,Education,2933,Chip,29,Success,No,28862
T204233,C100857,2024-05-10,Vijay Sales,Electronics,39070,Tap,390,Success,No,16803
T204234,C101026,2024-10-13,Croma,Electronics,55302,Tap,553,Success,No,29655
T204235,C102286,2025-03-15,DMart,Grocery,4459,Tap,44,Success,No,190706
T204236,C100681,2024-04-02,PVR,Entertainment,9988,Chip,99,Success,No,5508
T204237,C102667,2024-12-31,PVR,Entertainment,3497,Online,34,Success,No,518087
T204238,C102637,2024-10-14,HP,Fuel,5268,Online,52,Success,No,54863
T204239,C100519,2024-04-05,Dominos,Dining,6600,Chip,66,Success,No,301475
T204240,C100520,2024-01-13,Apollo,Healthcare,6538,Chip,65,Success,No,72963
T204241,C100410,2024-12-27,IndianOil,Fuel,2744,Chip,27,Success,No,134140
T204242,C101436,2025-02-12,Reliance Fresh,Grocery,4800,Swipe,48,Success,No,160518
T204243,C102153,2024-12-08,DMart,Grocery,5267,Swipe,52,Success,No,6917
T204244,C102284,2025-08-18,Amazon,Shopping,7021,Swipe,70,Success,No,209884
T204245,C101759,2024-07-28,Amazon,Shopping,8897,Online,88,Success,No,46324
T204246,C101833,2024-09-18,MedPlus,Pharmacy,5356,Swipe,53,Success,No,100349
T204247,C101229,2024-03-01,IRCTC,Travel,47013,Chip,470,Success,No,174012
T204248,C100715,2024-02-08,HP,Fuel,1939,Chip,19,Success,No,72152
T204249,C102595,2025-11-12,Apollo,Healthcare,2971,Tap,29,Success,No,5712
T204250,C101501,2024-04-09,IndianOil,Fuel,1732,Tap,17,Success,No,109624
T204251,C101275,2025-08-07,PVR,Entertainment,9515,Chip,95,Success,No,193135
T204252,C101375,2025-01-23,HP,Fuel,1922,Swipe,19,Success,No,56811
T204253,C102988,2025-11-17,MakeMyTrip,Travel,61755,Chip,617,Success,No,11594
T204254,C102280,2024-09-30,Apollo,Healthcare,8903,Swipe,89,Success,No,150441
T204255,C100965,2024-05-03,Amazon,Shopping,6955,Swipe,69,Success,No,571914
T204256,C100559,2024-04-28,Electricity,Utilities,6791,Swipe,67,Success,No,397816
T204257,C101670,2024-12-24,IndianOil,Fuel,2934,Swipe,29,Success,No,134964
T204258,C101864,2024-03-31,HP,Fuel,9668,Chip,96,Success,No,29314
T204259,C100609,2024-07-08,DMart,Grocery,3424,Tap,34,Success,No,19530
T204260,C100663,2024-04-23,HP,Fuel,6318,Chip,63,Success,No,79252
T204261,C100086,2024-09-21,Apollo,Healthcare,3021,Swipe,30,Success,No,36173
T204262,C100815,2024-01-10,KFC,Dining,4874,Tap,48,Success,No,34372
T204263,C101871,2025-01-16,Taj Hotels,Hotels,9864,Chip,98,Success,No,59211
T204264,C102929,2025-12-02,IndianOil,Fuel,556,Chip,5,Success,No,105947
T204265,C100920,2024-12-24,IndianOil,Fuel,7122,Swipe,71,Success,No,58078
T204266,C102760,2024-05-25,DMart,Grocery,7445,Tap,74,Success,No,280647
T204267,C102787,2024-03-31,IndianOil,Fuel,8394,Chip,83,Success,No,49244
T204268,C100062,2024-01-05,Electricity,Utilities,8639,Online,86,Failed,No,177247
T204269,C101186,2025-11-19,IndianOil,Fuel,7984,Tap,79,Success,No,715911
T204270,C100086,2024-08-06,Taj Hotels,Hotels,6436,Online,64,Success,No,12821
T204271,C100053,2024-11-11,Reliance Fresh,Grocery,4147,Online,41,Success,No,43781
T204272,C101993,2025-09-14,DMart,Grocery,3075,Chip,30,Success,No,47000
T204273,C102785,2024-06-01,Flipkart,Shopping,2740,Swipe,27,Success,No,134149
T204274,C102210,2024-01-15,Dominos,Dining,6128,Tap,61,Success,No,50061
T204275,C102657,2025-01-28,Reliance Fresh,Grocery,4713,Tap,47,Success,No,9775
T204276,C102616,2025-09-24,DMart,Grocery,5624,Chip,56,Success,No,20770
T204277,C101292,2025-02-19,Electricity,Utilities,2241,Tap,22,Success,No,46570
T204278,C102801,2024-01-28,MedPlus,Pharmacy,9775,Online,97,Success,No,204146
T204279,C102917,2024-04-22,Reliance Fresh,Grocery,3316,Chip,33,Success,No,325156
T204280,C102391,2025-03-05,HP,Fuel,4664,Swipe,46,Success,No,94344
T204281,C101938,2025-01-04,IndianOil,Fuel,8988,Chip,89,Success,No,202132
T204282,C101269,2025-10-18,Flipkart,Shopping,8557,Online,85,Success,No,79444
T204283,C102785,2025-05-22,HP,Fuel,8614,Swipe,86,Success,No,120745
T204284,C101525,2025-08-24,Apollo,Healthcare,10000,Tap,100,Success,No,81753
T204285,C100777,2024-06-13,Coursera,Education,6641,Swipe,66,Success,No,246795
T204286,C100952,2025-04-02,IRCTC,Travel,40797,Swipe,407,Success,No,268202
T204287,C100211,2025-04-28,DMart,Grocery,1542,Chip,15,Success,No,57811
T204288,C100293,2024-06-23,MakeMyTrip,Travel,67752,Online,677,Success,No,96118
T204289,C101914,2024-06-28,Amazon,Shopping,4435,Tap,44,Success,No,95962
T204290,C102602,2025-03-30,Reliance Fresh,Grocery,5110,Tap,51,Success,No,161646
T204291,C102219,2025-04-25,MedPlus,Pharmacy,6514,Swipe,65,Success,No,114134
T204292,C102775,2025-12-05,Croma,Electronics,25376,Chip,253,Success,No,687773
T204293,C101471,2025-01-11,DMart,Grocery,1918,Swipe,19,Success,No,229633
T204294,C101323,2025-10-11,HP,Fuel,5523,Chip,55,Success,No,113390
T204295,C102324,2025-04-22,IndianOil,Fuel,4435,Chip,44,Success,No,74238
T204296,C100834,2025-06-13,Coursera,Education,9854,Tap,98,Success,No,134435
T204297,C102115,2024-02-04,PVR,Entertainment,2877,Chip,28,Success,No,253020
T204298,C102123,2024-10-18,Flipkart,Shopping,5918,Chip,59,Success,No,41201
T204299,C102670,2024-07-01,Electricity,Utilities,4923,Swipe,49,Success,No,237070
T204300,C100861,2025-04-11,Flipkart,Shopping,7438,Swipe,74,Success,No,123575
T204301,C102844,2025-03-27,Amazon,Shopping,2494,Swipe,24,Failed,No,9735
T204302,C100060,2024-07-12,Taj Hotels,Hotels,5933,Chip,59,Success,No,56383
T204303,C101448,2025-12-08,Electricity,Utilities,6538,Online,65,Success,No,45604
T204304,C100780,2025-05-23,Electricity,Utilities,4522,Tap,45,Success,No,26888
T204305,C102431,2025-03-13,Croma,Electronics,2237,Swipe,22,Success,No,67700
T204306,C101027,2024-09-21,Dominos,Dining,2009,Swipe,20,Success,No,65882
T204307,C101514,2024-11-29,IndianOil,Fuel,8806,Chip,88,Success,No,286363
T204308,C100509,2024-10-06,Vijay Sales,Electronics,51253,Online,512,Success,No,60573
T204309,C101059,2025-07-24,Reliance Fresh,Grocery,1572,Chip,15,Success,Yes,73515
T204310,C102731,2025-08-25,MakeMyTrip,Travel,30981,Tap,309,Success,No,77184
T204311,C102070,2025-09-10,MedPlus,Pharmacy,4327,Online,43,Success,No,10641
T204312,C101349,2025-10-17,Dominos,Dining,925,Chip,9,Success,No,37638
T204313,C102308,2025-10-02,HP,Fuel,6948,Tap,69,Success,No,344572
T204314,C100315,2025-11-26,Electricity,Utilities,593,Chip,5,Success,No,293675
T204315,C102419,2025-10-29,DMart,Grocery,1976,Chip,19,Success,No,67364
T204316,C100940,2025-10-12,KFC,Dining,1321,Swipe,13,Success,No,338988
T204317,C100106,2025-07-17,Coursera,Education,3460,Online,34,Success,No,28717
T204318,C100288,2025-01-27,Flipkart,Shopping,1328,Online,13,Success,No,63994
T204319,C101449,2024-03-02,Croma,Electronics,50437,Online,504,Success,No,180083
T204320,C102724,2024-01-23,DMart,Grocery,1543,Swipe,15,Success,No,144438
T204321,C100624,2025-06-12,HP,Fuel,766,Chip,7,Success,No,26495
T204322,C101295,2024-04-21,HP,Fuel,3215,Tap,32,Success,No,454292
T204323,C102584,2024-09-11,Amazon,Shopping,2640,Tap,26,Success,No,34981
T204324,C102917,2025-01-28,IndianOil,Fuel,2366,Tap,23,Success,No,69858
T204325,C102634,2025-02-23,Apollo,Healthcare,2958,Tap,29,Success,No,80790
T204326,C101054,2025-03-25,Reliance Fresh,Grocery,4497,Swipe,44,Success,No,143567
T204327,C101293,2024-12-04,Electricity,Utilities,6240,Swipe,62,Success,No,56223
T204328,C100132,2025-10-25,Taj Hotels,Hotels,9838,Tap,98,Success,No,107310
T204329,C102004,2024-09-25,HP,Fuel,9160,Tap,91,Success,No,263307
T204330,C100239,2025-04-30,Amazon,Shopping,2862,Swipe,28,Success,No,503645
T204331,C101190,2025-10-31,Taj Hotels,Hotels,6427,Chip,64,Success,No,8288
T204332,C101768,2024-03-09,KFC,Dining,1349,Swipe,13,Success,No,323030
T204333,C100359,2024-02-15,DMart,Grocery,3688,Tap,36,Success,No,58097
T204334,C100244,2024-08-23,Reliance Fresh,Grocery,4640,Chip,46,Success,No,165635
T204335,C102765,2025-07-30,KFC,Dining,1564,Tap,15,Success,No,16855
T204336,C100117,2025-02-15,Taj Hotels,Hotels,224,Tap,2,Success,No,34565
T204337,C100390,2025-03-20,MedPlus,Pharmacy,1260,Chip,12,Success,No,157308
T204338,C100439,2025-06-17,Electricity,Utilities,102,Online,1,Success,Yes,284248
T204339,C101466,2024-06-12,KFC,Dining,5151,Chip,51,Success,No,21700
T204340,C100238,2024-10-12,Dominos,Dining,9593,Chip,95,Success,No,40990
T204341,C102357,2025-04-19,IndianOil,Fuel,835,Online,8,Success,No,150076
T204342,C100940,2024-08-30,PVR,Entertainment,9780,Online,97,Success,No,42758
T204343,C102493,2025-12-07,Croma,Electronics,12867,Chip,128,Success,Yes,167261
T204344,C100068,2024-11-17,Vijay Sales,Electronics,76191,Swipe,761,Success,No,570213
T204345,C100940,2025-05-21,Taj Hotels,Hotels,4943,Tap,49,Success,No,20975
T204346,C102829,2025-06-18,Coursera,Education,2301,Swipe,23,Success,No,81631
T204347,C101478,2025-03-25,MakeMyTrip,Travel,12716,Online,127,Success,No,6156
T204348,C101531,2025-01-07,MedPlus,Pharmacy,5411,Tap,54,Success,No,120659
T204349,C102232,2025-04-24,Flipkart,Shopping,838,Online,8,Success,No,229633
T204350,C102773,2024-10-04,Apollo,Healthcare,7939,Online,79,Success,No,97843
T204351,C101158,2025-05-22,Reliance Fresh,Grocery,224,Chip,2,Success,No,112569
T204352,C102925,2025-03-22,IRCTC,Travel,59833,Chip,598,Success,No,211315
T204353,C100567,2024-08-22,Dominos,Dining,8659,Tap,86,Success,No,500782
T204354,C101942,2025-12-03,MakeMyTrip,Travel,34905,Tap,349,Success,No,96770
T204355,C101885,2025-06-02,KFC,Dining,6706,Chip,67,Success,No,347930
T204356,C102772,2024-10-31,DMart,Grocery,3859,Chip,38,Success,No,36427
T204357,C100588,2025-03-02,Vijay Sales,Electronics,27653,Tap,276,Success,No,363137
T204358,C102632,2024-11-12,KFC,Dining,4740,Tap,47,Success,No,6499
T204359,C100219,2025-01-30,DMart,Grocery,1602,Tap,16,Success,No,755176
T204360,C100896,2024-01-17,DMart,Grocery,970,Tap,9,Success,No,76833
T204361,C100510,2025-03-11,Electricity,Utilities,2148,Online,21,Success,No,41015
T204362,C100137,2024-05-14,KFC,Dining,8871,Swipe,88,Success,No,1686
T204363,C101211,2025-05-03,Croma,Electronics,57632,Tap,576,Success,No,8129
T204364,C100443,2025-03-09,Reliance Fresh,Grocery,7668,Online,76,Success,No,313827
T204365,C101132,2025-03-22,Vijay Sales,Electronics,41401,Swipe,414,Success,No,103108
T204366,C101451,2024-10-04,Apollo,Healthcare,834,Swipe,8,Success,No,84570
T204367,C100721,2024-04-23,HP,Fuel,5836,Chip,58,Success,No,88357
T204368,C102834,2025-03-05,Reliance Fresh,Grocery,2422,Online,24,Success,No,67269
T204369,C100019,2024-05-23,Flipkart,Shopping,8376,Swipe,83,Success,No,62202
T204370,C101718,2025-04-18,MedPlus,Pharmacy,8968,Swipe,89,Success,No,34028
T204371,C100021,2024-08-01,HP,Fuel,9175,Tap,91,Success,No,53483
T204372,C100154,2025-01-28,Electricity,Utilities,397,Chip,3,Success,No,126759
T204373,C102670,2025-11-23,Flipkart,Shopping,9391,Chip,93,Success,No,315839
T204374,C101096,2024-01-04,KFC,Dining,8931,Tap,89,Success,No,36979
T204375,C100816,2025-12-20,KFC,Dining,554,Swipe,5,Success,No,89971
T204376,C102520,2025-08-10,KFC,Dining,6256,Online,62,Success,No,77864
T204377,C101321,2025-11-17,HP,Fuel,6406,Swipe,64,Success,No,2271
T204378,C100729,2025-04-20,Reliance Fresh,Grocery,9260,Tap,92,Success,No,59559
T204379,C100068,2025-11-07,Apollo,Healthcare,1325,Online,13,Success,No,174126
T204380,C102619,2024-03-09,DMart,Grocery,2237,Chip,22,Success,No,83850
T204381,C100865,2025-11-30,Coursera,Education,3578,Online,35,Success,No,47306
T204382,C100463,2025-04-17,Coursera,Education,8384,Chip,83,Success,No,188050
T204383,C102689,2025-10-20,MedPlus,Pharmacy,6121,Swipe,61,Success,No,77801
T204384,C101269,2024-12-11,IRCTC,Travel,48588,Tap,485,Success,No,101266
T204385,C100888,2024-07-16,Reliance Fresh,Grocery,6412,Chip,64,Success,No,41740
T204386,C101586,2025-01-18,Reliance Fresh,Grocery,5332,Tap,53,Success,No,17712
T204387,C102324,2024-03-13,Taj Hotels,Hotels,2152,Tap,21,Success,No,113602
T204388,C100810,2024-04-21,Electricity,Utilities,3420,Chip,34,Success,No,113030
T204389,C102212,2024-04-20,Apollo,Healthcare,276,Swipe,2,Success,No,119159
T204390,C101730,2025-04-25,Amazon,Shopping,8171,Swipe,81,Success,No,440855
T204391,C101303,2024-06-29,IndianOil,Fuel,3561,Chip,35,Success,No,82848
T204392,C101669,2025-11-09,Coursera,Education,1801,Swipe,18,Success,No,56633
T204393,C100353,2024-07-11,Croma,Electronics,28797,Swipe,287,Success,No,66292
T204394,C102910,2024-06-05,Flipkart,Shopping,444,Online,4,Success,No,267471
T204395,C100469,2025-10-21,PVR,Entertainment,9039,Online,90,Success,No,41654
T204396,C102889,2025-07-09,Taj Hotels,Hotels,6149,Online,61,Success,No,189971
T204397,C100617,2025-08-05,Flipkart,Shopping,8296,Swipe,82,Success,No,64872
T204398,C102421,2024-12-18,HP,Fuel,4380,Online,43,Success,No,85994
T204399,C100018,2024-05-28,MakeMyTrip,Travel,76615,Swipe,766,Success,No,15351
T204400,C102658,2025-10-17,Vijay Sales,Electronics,33608,Tap,336,Success,No,40095
T204401,C100061,2025-07-17,Amazon,Shopping,1585,Chip,15,Success,No,302289
T204402,C100481,2025-01-19,KFC,Dining,5602,Online,56,Success,No,133561
T204403,C100165,2025-07-05,MakeMyTrip,Travel,35902,Tap,359,Success,No,142175
T204404,C101419,2024-07-11,Dominos,Dining,5414,Chip,54,Success,No,107067
T204405,C101634,2025-11-16,KFC,Dining,4369,Swipe,43,Success,No,265707
T204406,C100786,2024-11-09,PVR,Entertainment,9817,Online,98,Success,No,152767
T204407,C100298,2025-04-26,Dominos,Dining,9689,Swipe,96,Success,No,91849
T204408,C102792,2024-06-29,Vijay Sales,Electronics,15351,Chip,153,Success,No,123057
T204409,C100020,2025-06-17,HP,Fuel,9755,Tap,97,Success,No,183898
T204410,C102409,2025-09-01,KFC,Dining,9721,Tap,97,Success,No,3000
T204411,C100397,2025-06-30,IndianOil,Fuel,4545,Online,45,Success,No,301702
